cites,authors,title,year,source,publisher,article_url,cites_url,gs_rank,query_date,type,doi,ecc,cites_per_year,cites_per_author,author_count,age,abstract,full_text_url,related_url,source_file,tool_name,study_id,double_code,topic_cat,tool_use_type
0,"D Brown, K Shannon, I Grays","… and health impacts of historic underinvestment in a flint community: A genesee county, MI study with the climate and economic justice screening tool (CEJST)",2024,APHA 2024 Annual Meeting and …,apha.confex.com,https://apha.confex.com/apha/2024/meetingapi.cgi/Paper/544839?filename=2024_Abstract544839.pdf&template=Word,NA,88,2025-09-15,NA,NA,0,0,0,3,1,"… Flint elected officials recently approved the construction of a polluting asphalt facility, Ajax, in a “disadvantaged” community defined by the Climate and Economic Justice Screening Tool …",NA,https://scholar.google.com/scholar?q=related:QLJ4bAyJFIAJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1412,TRUE,NA,NA
11,"Y Zhou, D Gohlke, M Sansone, J Kuiper, MP Smith",Using mapping tools to prioritize electric vehicle charger benefits to underserved communities,2022,NA,osti.gov,https://www.osti.gov/biblio/1870157,https://scholar.google.com/scholar?cites=7181201762072489580&as_sdt=2005&sciodt=2007&hl=en,396,2025-09-15,NA,NA,11,3.67,2,5,3,… The CEJST is designed to help agencies identify DACs for the Justice40 Initiative goal to ensure that everyone is receiving the benefits intended from federal programs. …,https://www.osti.gov/servlets/purl/1870157,https://scholar.google.com/scholar?q=related:bG69ePTAqGMJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),2048,TRUE,NA,NA
62,"Y Wang, JS Apte, JD Hill, CE Ivey, D Johnson, E Min, ...",Air quality policy should quantify effects on disparities,2023,Science,science.org,https://www.science.org/doi/abs/10.1126/science.adg9931,https://scholar.google.com/scholar?cites=13181465971392899802&as_sdt=2005&sciodt=2007&hl=en,27,2025-09-15,NA,10.1126/science.adg9931,62,31,9,7,2,… We investigated how using CEJST to target … CEJST may not ameliorate (and in some cases may increase) exposure disparities by race-ethnicity. This outcome likely reflects that CEJST …,https://www.yuzhouwang.net/files/Wang%20et%20al%20Science%202023.pdf,https://scholar.google.com/scholar?q=related:2urFa3b57bYJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),2044,TRUE,NA,NA
0,"SE Martenies, M Zhang, AE Corrigan, A Kvit, ...","Around Him, D.; Aschner, J.; Talavera-Barber, MM; Barrett, ES; et al. Developing a National-Scale Exposure Index for Combined Environmental Hazards and …",2023,Int. J. Environ. Res …,core.ac.uk,https://core.ac.uk/download/pdf/588143900.pdf,NA,485,2025-09-15,PDF,NA,0,0,0,5,2,"… Both the EJI and the Climate and Economic Justice Screening Tool include a variety of social, environmental, and health indicators, but data for many indicators are not available prior to …",https://core.ac.uk/download/pdf/588143900.pdf,https://scholar.google.com/scholar?q=related:XxtQdQvAbI8J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1945,TRUE,NA,NA
0,ST Beaty,Equity evaluation in HUD disaster recovery programs,2022,NA,repositories.lib.utexas.edu,https://repositories.lib.utexas.edu/items/1c46264e-45be-4208-a103-493906ec6ae0,NA,585,2025-09-15,NA,NA,0,0,0,1,3,Natural disasters are occurring with increasing frequency and intensity. Low-income residents of color are more likely to live in areas impacted by disasters and often have reduced …,https://repositories.lib.utexas.edu/bitstreams/88bee40e-c236-43c3-81d9-31729c6ac935/download,https://scholar.google.com/scholar?q=related:UeMeX2GHvSsJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1966,TRUE,NA,NA
0,"S Greenberg, S Whittaker, KC O'Brien, VE Hemrich","Carbon Capture, Utilization, and Storage in Illinois",2022,NA,ideals.illinois.edu,https://www.ideals.illinois.edu/items/125493,NA,149,2025-09-15,NA,NA,0,0,0,4,3,… the Climate and Economic Justice Screening Tool or CEJST.The publicly accessible CEJST … There is considerable crossover in the datasets used by the CEJST and EJScreen 2.1 Tool; …,https://www.ideals.illinois.edu/items/125493/bitstreams/412935/data.pdf,https://scholar.google.com/scholar?q=related:KiBtjkvZ4tcJ:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1912,TRUE,NA,NA
1,"S Fu, K Ramos, J Axelrod","Advancing Racial Equity through Federally Funded Public Transit, Bicycle, and Pedestrian Projects: A Data Guide for Local Applicants",2022,NA,search.issuelab.org,https://search.issuelab.org/resources/41049/41049.pdf,https://scholar.google.com/scholar?cites=17287004789385755663&as_sdt=2005&sciodt=2007&hl=en,321,2025-09-15,PDF,NA,1,0.33,0,3,3,"… Although other dimensions of climate justice correlate with race, and racial data could be layered onto CEJST indicators, the tool’s failure to explicitly capture race as a key dimension of …",https://search.issuelab.org/resources/41049/41049.pdf,https://scholar.google.com/scholar?q=related:D3zQ9UPH5-8J:scholar.google.com/&scioq=%22climate+and+economic+justice+screening+tool%22%7C%22cejst%22%7C%22justice40+screening+tool%22%7C%22climate+economic+justice+tool%22%7C%22justice40+cejst%22%7C%22ceq+cejst%22%7C%22environmental+justice+screening+cejst%22&hl=en&as_sdt=2007&as_ylo=2022&as_yhi=2025,cejst,Climate and Economic Justice Screening Tool (CEJST),1910,TRUE,NA,NA
16,SA Colangelo,Forging complete justice: equitable relief in environmental enforcement,2022,Harv. Env't L. Rev.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/helr46&section=12,https://scholar.google.com/scholar?cites=13234307453577729775&as_sdt=2005&sciodt=2007&hl=en,135,2025-09-15,,,16,5.33,16,1,3,"… EJScreen indicia of environmental burdens evidence very high levels of risk regarding lead paint, proximity to permitted facilities, and more. All EJScreen and Census data prints on file …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4084092,https://scholar.google.com/scholar?q=related:7xbOuoK0qbcJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,340,TRUE,NA,NA
13,"H Mullen, K Whyte, R Holifield",Indigenous peoples and the Justice40 screening tool: lessons from EJSCREEN,2023,Environmental Justice,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/env.2022.0045,https://scholar.google.com/scholar?cites=14067895392604424496&as_sdt=2005&sciodt=2007&hl=en,1,2025-09-15,,10.1089/env.2022.0045,13,6.5,4,3,2,"… In this article, we will discuss issues with EJSCREEN that must be addressed in the … for public comment on February 18, 2022. Major gaps in EJSCREEN include ones in data regarding …",,https://scholar.google.com/scholar?q=related:MImKHVM0O8MJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,608,TRUE,NA,NA
0,G Hu,Revealing Variations in Environmental Inequality From Production-and Consumption-Based Perspectives,2023,,search.proquest.com,https://search.proquest.com/openview/a054cdf70b2777ea3264f064aa660bdf/1?pq-origsite=gscholar&cbl=18750&diss=y,,604,2025-09-15,,,0,0,0,1,2,"… , EPA’s EJScreen (Environmental Justice Screening and Mapping Tool) provides environmental … Tools such as EJScreen have revealed significant heterogeneity between areas where …",https://api.drum.lib.umd.edu/server/api/core/bitstreams/d9f1845b-1043-4035-a97d-89d3ec89d6e7/content,https://scholar.google.com/scholar?q=related:DXzk0-k4vG0J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,583,TRUE,NA,NA
1,A Henderson,Teaching environmental justice with data-driven projects,2022,Teaching Environmental and Natural Resource …,elgaronline.com,https://www.elgaronline.com/abstract/edcoll/9781788114271/9781788114271.00017.xml,https://scholar.google.com/scholar?cites=279502916653205570&as_sdt=2005&sciodt=2007&hl=en,189,2025-09-15,,,1,0.33,1,1,3,"… The EPA provides two such tools, one of which, EJscreen, is … which can be mapped using EJscreen. The tool is reasonably … and TRI facility locations in EJscreen, then visit the ACS and …",,https://scholar.google.com/scholar?q=related:QsjM_Gv-4AMJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,37,TRUE,NA,NA
22,"L Berman, C Morar, S Unkart, ...","An overview of brownfields redevelopment in the United States through regulatory, public health, and sustainability lenses",2022,Journal of environmental …,pmc.ncbi.nlm.nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC10191173/,https://scholar.google.com/scholar?cites=3816719568782379508&as_sdt=2005&sciodt=2007&hl=en,55,2025-09-15,HTML,,22,7.33,6,4,3,"… For example, the US EPA EJScreen tool (US EPA, 2022) employs GIS techniques, … EJScreen also highlights spatial relationships between proximity to hazardous waste sites …",https://pmc.ncbi.nlm.nih.gov/articles/PMC10191173/,https://scholar.google.com/scholar?q=related:9EmO2Dm29zQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,228,TRUE,NA,NA
0,BF Snyder,Environmental justice technical workshops for the Gulf of Mexico region,2024,New Orleans (LA): US Department of the Interior …,espis.boem.gov,https://espis.boem.gov/Final%20Reports/BOEM_2024-065.pdf,,76,2025-09-15,PDF,,0,0,0,1,1,… held at Louisiana State University in late 2022 and 2023. Participants in the workshops … How can we link ethnographic and big picture data as in EJ Screen and CEJST? What is a …,https://espis.boem.gov/Final%20Reports/BOEM_2024-065.pdf,https://scholar.google.com/scholar?q=related:AEO0dszKip0J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,468,TRUE,NA,NA
1,NA Muscatiello,Evaluating Spatial Relationships Between Environmental Factors and Contextual Sociodemographic Burden and Associations with Respiratory Morbidity …,2023,,search.proquest.com,https://search.proquest.com/openview/3dfb1473ff54c43eb7fe67da5f90ea94/1?pq-origsite=gscholar&cbl=18750&diss=y,https://scholar.google.com/scholar?cites=11871647815917774009&as_sdt=2005&sciodt=2007&hl=en,598,2025-09-15,BOOK,,1,0.5,1,1,2,"… The Rank method used in the current study contrast with EJ Screen and CalEnviroScreen by combining the environmental (ie, outdoor air pollution) indicators and sociodemographic …",https://scholarsarchive.library.albany.edu/cgi/viewcontent.cgi?article=4462&context=legacy-etd,https://scholar.google.com/scholar?q=related:uSRSNsqQwKQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,846,TRUE,NA,NA
0,E Alvey,Dead Ahead,2022,Hollywood or History?: An Inquiry-Based Strategy for …,books.google.com,https://books.google.com/books?hl=en&lr=&id=8zp7EAAAQBAJ&oi=fnd&pg=PA70&dq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&ots=XadG5U4IRL&sig=cDraQW2MFYWjlsbF83Okxr6yZJ0,,96,2025-09-15,,,0,0,0,1,3,… This process may be aided by using the EPA Environmental Justice mapping tool (https://www. epa. gov/ejscreen) or Environmental Justice Atlas (https://ejatlas. org/). Students can …,,https://scholar.google.com/scholar?q=related:tGLdMTibO4IJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,117,TRUE,NA,NA
47,"S Heo, ML Bell",Investigation on urban greenspace in relation to sociodemographic factors and health inequity based on different greenspace metrics in 3 US urban …,2023,Journal of Exposure Science &Environmental …,nature.com,https://www.nature.com/articles/s41370-022-00468-z,https://scholar.google.com/scholar?cites=8322462830287557944&as_sdt=2005&sciodt=2007&hl=en,101,2025-09-15,HTML,,47,23.5,24,2,2,"… , as we used the percent people of color obtained from the EJSCREEN of the EPA. This EJSCREEN index aggregated the percentage of persons whose racial status was other than …",https://www.nature.com/articles/s41370-022-00468-z,https://scholar.google.com/scholar?q=related:OJWuj9lTf3MJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,937,TRUE,NA,NA
0,"H Drumm, W Zenni",Stimulating Innovation Through the Challenges and Prizes Program From the US Environmental Protection Agency,2023,Journal of Environmental Health,search.proquest.com,https://search.proquest.com/openview/a4f5492a1a20d0c13cab0a305bcbce40/1?pq-origsite=gscholar&cbl=34757,,241,2025-09-15,,,0,0,0,2,2,"… Overall, 10 winners were publicly announced at a national webinar in August 2022 in the middle of heat season. The winners of the challenge all had memorable and e ective strategies …",,https://scholar.google.com/scholar?q=related:ATuB4FNLZqcJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,599,TRUE,NA,NA
