cites,authors,title,year,source,publisher,article_url,cites_url,gs_rank,query_date,type,doi,ecc,cites_per_year,cites_per_author,author_count,age,abstract,full_text_url,related_url,source_file,tool_name,study_id,double_code,topic_cat,tool_use_type,publisher_type,publisher_description
7,M Greenberg,"Environmental &social justice challenges near America's most popular museums, parks, zoos &other heritage attractions",2022,NA,books.google.com,https://books.google.com/books?hl=en&lr=&id=OamAEAAAQBAJ&oi=fnd&pg=PR8&dq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&ots=fHaM_HDrHk&sig=h2xjMZHxU5fvCdcnWo2z1ciEeH4,https://scholar.google.com/scholar?cites=16822524389536468065&as_sdt=2005&sciodt=2007&hl=en,112,2025-09-15,BOOK,NA,7,2.33,7,1,3,"… The EPA’s 2022 EJScreen release, which has data for heart disease, asthma, and life … You will see quite a few maps from EJScreen in this book. While EJScreen has some health data, …",NA,https://scholar.google.com/scholar?q=related:YYyqf82cdekJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,NA,NA,Water resources & flooding,Mentioned/Context,Grey literature platforms,Google Books aggregator/scans; identify original publisher if possible.
1,M Greenberg,Remnants of the Industrial Revolution: America's Historic Grand Concourses as Heritage Attractions,2022,Environmental &Social Justice Challenges Near …,Springer,https://link.springer.com/chapter/10.1007/978-3-031-08183-5_4,https://scholar.google.com/scholar?cites=12289603323520431811&as_sdt=2005&sciodt=2007&hl=en,146,2025-09-15,NA,10.1007/978-3-031-08183-5_4,1,0.33,1,1,3,"… Hence, EJScreen was used for the demographic and environmental data and the 500 cities … Figure 4.2 is an illustration of a drawing made with the EJScreen tool for a portion of the …",NA,https://scholar.google.com/scholar?q=related:wzblEBxxjaoJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,NA,NA,Climate hazards & risks,Mentioned/Context,Commercial academic publishers,Springer Nature is a global for-profit academic publisher. Part of Springer Nature; commercial scholarly publisher.
0,M Greenberg,America's Forever Beautiful Heritage Attraction Sites: The US's Most Popular National Parks,2022,Environmental &Social Justice Challenges Near …,Springer,https://link.springer.com/chapter/10.1007/978-3-031-08183-5_3,NA,152,2025-09-15,NA,10.1007/978-3-031-08183-5_3,0,0,0,1,3,… Notably EPA’s EJScreen was the third of four hosted in February and March 2022. I have taught EJScreen to my students since 2019 and the students demonstrated a great deal of …,NA,https://scholar.google.com/scholar?q=related:Y7wLLDuyA4sJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,NA,NA,Air quality & pollution,Applied,Commercial academic publishers,Springer Nature is a global for-profit academic publisher. Part of Springer Nature; commercial scholarly publisher.
0,M Greenberg,Looking for Better Affordable Housing Solutions,2022,Environmental &Social Justice Challenges Near …,Springer,https://link.springer.com/chapter/10.1007/978-3-031-08183-5_9,NA,247,2025-09-15,NA,10.1007/978-3-031-08183-5_9,0,0,0,1,3,"… EJScreen data show that population of the area is estimated at 92% people of color and 57% low income, and 30% of the population has less than a high school education. While …",NA,https://scholar.google.com/scholar?q=related:a_EHsTn50VgJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,NA,NA,Climate hazards & risks,Applied,Commercial academic publishers,Springer Nature is a global for-profit academic publisher. Part of Springer Nature; commercial scholarly publisher.
3,M Greenberg,Other Species of Heritage Sites: Commercial and Political Symbols,2022,Environmental &Social Justice Challenges near …,Springer,https://link.springer.com/chapter/10.1007/978-3-031-08183-5_8,https://scholar.google.com/scholar?cites=6280900035901672555&as_sdt=2005&sciodt=2007&hl=en,306,2025-09-15,NA,10.1007/978-3-031-08183-5_8,3,1,3,1,3,… The EJScreen data base shows traffic-related air quality metrics between 91% and 99% compared to New York State and 95–100% in the United States. These metrics are from an area …,NA,https://scholar.google.com/scholar?q=related:a0yoFU49KlcJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,NA,NA,Climate hazards & risks,Mentioned/Context,Commercial academic publishers,Springer Nature is a global for-profit academic publisher. Part of Springer Nature; commercial scholarly publisher.
2,"M Greenberg, D Kocakusak","Risk‐benefit perceptions, preferences for solutions, and gaining trust: Listening to New Jersey's Atlantic Ocean port communities",2022,Risk Analysis,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/risa.13973,https://scholar.google.com/scholar?cites=12085661398197405306&as_sdt=2005&sciodt=2007&hl=en,138,2025-09-15,NA,10.1111/risa.13973,2,0.67,1,2,3,"We designed a survey to measure public preferences for management actions at ports that would reduce negative risk perceptions, increase competence‐based trust, and overall …",NA,https://scholar.google.com/scholar?q=related:egY1UwLluKcJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,NA,NA,Energy & decarbonization,Applied,Commercial academic publishers,Wiley is a for-profit global academic publisher.
0,"M Greenberg, J Burger, K Lowrie, ...",Kathryn Higley—Build trust through repeated engagement as an honest expert.,2022,Risk Analysis: An …,search.ebscohost.com,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=02724332&asa=N&AN=161228713&h=FOMTVuzEL6ZQYB4ft0080ShIQMTlJmOg77Irqwog12B68aaLuLklP3qiR1gH52MFqAmBe4ZHJx%2Bl58Q85gNFZA%3D%3D&crl=c,NA,212,2025-09-15,NA,NA,0,0,0,4,3,"… Statistics collected using EPA’s EJScreen tool show that 81% of the population living with 2-mile radius of the centroid of the HPNS site self-classified as people of color, and income is …",NA,https://scholar.google.com/scholar?q=related:GRBidHff9C0J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Commercial academic publishers,EBSCOhost is a for-profit provider of subscription research databases for libraries.
0,M Hegstad,Regan Weighs Need For New Tools To Address Cumulative Chemical Effects,2021,Inside EPA's Risk Policy Report,JSTOR,NA,NA,45,2025-09-15,CITATION,NA,0,0,0,1,4,NA,NA,https://scholar.google.com/scholar?q=related:BNqklFSW3CcJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,NA,NA,Health & well-being,Applied,Grey literature platforms,"JSTOR (part of non-profit ITHAKA) is a digital library/archive of scholarly journals and books. Digital library/aggregator, not the original publisher."
8,M Jordan,"Reflections on Fighting Environmental Racism in St. John the Baptist Parish, Louisiana",2022,Harv. CR-CLL Rev.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/hcrcl57&section=14,https://scholar.google.com/scholar?cites=4089549486728652042&as_sdt=2005&sciodt=2007&hl=en,234,2025-09-15,NA,NA,8,2.67,8,1,3,""" We are in fear because we do not know if we will be affected more because of what we have been exposed to in our area,"" says Mary Hampton during a phone conversation in August …",https://journals.law.harvard.edu/crcl/wp-content/uploads/sites/80/2023/01/ReflectionsOnFightingEnvironmentalRacism.pdf,https://scholar.google.com/scholar?q=related:CqXXP5f_wDgJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,NA,NA,Equity and justice,Applied,Legal / policy databases,HeinOnline is a subscription-based online legal research database specializing in law journals and government documents
0,"M MacDonell, YS Chang, B Singer, E White, G Anast, ...",Draft Environmental Impact Statement for Proposed Energy Conservation Standards for Manufactured Housing,2022,NA,osti.gov,https://www.osti.gov/biblio/1841589,NA,147,2025-09-15,NA,NA,0,0,0,6,3,This draft environmental impact statement (EIS) analyzes the impacts related to DOE’s proposed energy conservation standards for manufactured homes. DOE’s proposed energy …,https://www.osti.gov/servlets/purl/1841589,https://scholar.google.com/scholar?q=related:EORAd4uQWd8J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,NA,NA,Equity and justice,Applied,Government repositories,OSTI.gov is the U.S. DOE Office of Scientific and Technical Information repository.
0,"M Madeley, AR Reyes, R Bernstein",Collaboration to Support Further Redevelopment and Revitalization in Communities with Opportunity Zones,2022,Cityscape,JSTOR,https://www.jstor.org/stable/48657945,NA,41,2025-09-15,NA,NA,0,0,0,3,3,"Opportunity Zones (OZs) were created to drive economic development and job creation in low-income, disinvested neighborhoods that need private investment to support new and …",https://www.huduser.gov/portal/periodicals/cityscpe/vol24num1/ch8.pdf,https://scholar.google.com/scholar?q=related:K6_Aoz1UHB0J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,NA,NA,Equity and justice,Applied,Grey literature platforms,"JSTOR (part of non-profit ITHAKA) is a digital library/archive of scholarly journals and books. Digital library/aggregator, not the original publisher."
0,M McAnulty,Butte Priority Soils Operable Unit (BPSOU) Revised Final Residential Metals Abatement Program (RMAP) Plan,2022,NA,digitalcommons.mtech.edu,https://digitalcommons.mtech.edu/cgi/viewcontent.cgi?article=1463&context=superfund_silverbowbutte,NA,66,2025-09-15,PDF,NA,0,0,0,1,3,… EJSCREEN users choose a geographic area; the tool then provides demographic and … All of the EJSCREEN indicators are publicly available data. EJSCREEN simply provides a way to …,https://digitalcommons.mtech.edu/cgi/viewcontent.cgi?article=1463&context=superfund_silverbowbutte,https://scholar.google.com/scholar?q=related:KdxhHF-_p3wJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,NA,NA,Equity and justice,Applied,University / institutional repositories,Digital Commons @ Montana Tech is the university library’s open-access repository of faculty and student work
0,M McAnulty,"Response to Comments for 2020 BPSOU UAO submittal: Revised Final Multi-Pathway Residential Metals Abatement Program Plan (received January 21, 2021 …",2021,NA,digitalcommons.mtech.edu,https://digitalcommons.mtech.edu/cgi/viewcontent.cgi?article=1188&context=superfund_silverbowbutte,NA,339,2025-09-15,PDF,NA,0,0,0,1,4,… The Program will adopt the use of the EJSCREEN tool to identify potential EJ areas within BPSOU. Properties identified to be within a potential EJ area of BPSOU will be prioritized to …,https://digitalcommons.mtech.edu/cgi/viewcontent.cgi?article=1188&context=superfund_silverbowbutte,https://scholar.google.com/scholar?q=related:OdvOo5thnCsJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,NA,NA,Equity and justice,Applied,University / institutional repositories,Digital Commons @ Montana Tech is the university library’s open-access repository of faculty and student work
1,M Merz,US Environmental Protection Agency (EPA) Proposes to Reissue a National Pollutant Discharge Elimination System (NPDES) General Permit to Discharge …,2022,NA,epa.gov,https://www.epa.gov/system/files/documents/2022-09/R10-NPDES-Washington-Aquaculture-GP-WAG130000-Fact-Sheet-2022.pdf,https://scholar.google.com/scholar?cites=276633218798586287&as_sdt=2005&sciodt=2007&hl=en,291,2025-09-15,PDF,NA,1,0.33,1,1,3,"EPA proposes to reissue the NPDES General Permit for federal aquaculture facilities in the State of Washington, and aquaculture facilities located in Indian Country, as defined in 18 …",https://www.epa.gov/system/files/documents/2022-09/R10-NPDES-Washington-Aquaculture-GP-WAG130000-Fact-Sheet-2022.pdf,https://scholar.google.com/scholar?q=related:rwmQY3LM1gMJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,NA,NA,"Land use, housing & built environment infrastructure",Applied,Government repositories,The U.S. Environmental Protection Agency is a federal government agency; its site provides access to environmental research (official .gov site).
0,"M Mitchell, K Nunez","Scope of Work 8: Synthesis of Shoreline, Sea Level Rise, and Marsh Migration Data for Wetland Restoration Targeting",2022,NA,NA,NA,NA,125,2025-09-15,CITATION,NA,0,0,0,2,3,NA,https://cbtrust.org/wp-content/uploads/VIMS_Marsh_Migration_final_reportmetadatsheets_30Sept2022.pdf,https://scholar.google.com/scholar?q=related:5ZjftD2cFgQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,NA,NA,Equity and justice,Applied,NA,NA
